"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Scientist, Process & Analytical Development - Cell Therapies","Takeda Pharmaceutical","Boston, MA",3.7,"$84K-$157K (Glassdoor Est.)","4d",0,84,157,120.5,"MA",96,"na","na"
"Data Sciences & AI Graduate Programme - US","AstraZeneca","Waltham, MA",4.1,"$79K-$131K (Glassdoor Est.)","21d",0,79,131,105,"MA",504,"na","na"
"Scientist II/ Sr. Scientist, DMPK","Takeda Pharmaceutical","Boston, MA",3.7,"$103K-$191K (Glassdoor Est.)","4d",0,103,191,147,"MA",96,"na","senior"
"Senior Data Analyst - CRM","Zeta Global","Burlington, MA",3.3,"$54K-$99K (Glassdoor Est.)","12d",0,54,99,76.5,"MA",288,"analyst","senior"
"Machine Learning Engineer","Kensho","Cambridge, MA",4.1,"$118K-$201K (Glassdoor Est.)","27d",0,118,201,159.5,"MA",648,"mle","na"
"Principal Clinical Scientist","Vertex Pharmaceuticals","Boston, MA",3.4,"$85K-$156K (Glassdoor Est.)","25d",0,85,156,120.5,"MA",600,"na","senior"
"Senior Scientist, Cell Therapy Automation","Takeda Pharmaceutical","Boston, MA",3.7,"$117K-$206K (Glassdoor Est.)","10d",0,117,206,161.5,"MA",240,"na","senior"
"Scientist / Sr Scientist, Advanced Analytics and Bioinformatics","Takeda Pharmaceutical","Boston, MA",3.7,"$114K-$199K (Glassdoor Est.)","4d",0,114,199,156.5,"MA",96,"na","senior"
"Senior Consultant, Data Analytics","Opinion Dynamics","Waltham, MA",4.2,"$65K-$124K (Glassdoor Est.)","25d",0,65,124,94.5,"MA",600,"na","senior"
"Scientist II, Global DMPK","Takeda Pharmaceutical","Boston, MA",3.7,"$114K-$202K (Glassdoor Est.)","25d",0,114,202,158,"MA",600,"na","na"
"Research Scientist, Protein Biophysics & Crystallography","Novartis","Cambridge, MA",4,"$60K-$114K (Glassdoor Est.)","20d",0,60,114,87,"MA",480,"na","na"
"Senior Director, Trusted Artificial Intelligence - Office of Data Science","Liberty Mutual Insurance","Boston, MA",3.5,"$263K-$422K (Glassdoor Est.)","20d",0,263,422,342.5,"MA",480,"director","senior"
"Research Data Scientist","Facebook","Boston, MA",4.6,"$89K-$145K (Glassdoor Est.)","24h",0,89,145,117,"MA",24,"data scientist","na"
"Scientist I, Integrative Translational Technology","Takeda Pharmaceutical","Boston, MA",3.7,"$98K-$171K (Glassdoor Est.)","25d",0,98,171,134.5,"MA",600,"na","na"
"Strategy & Analytics Consultant","Cartesian","Boston, MA",3.1,"$59K-$92K (Glassdoor Est.)","24h",0,59,92,75.5,"MA",24,"na","na"
"Senior Data Scientist (Remote Option)","Humana","Boston, MA",3.8,"$70K-$116K (Glassdoor Est.)","24d",0,70,116,93,"MA",576,"data scientist","senior"
"Senior Scientist, Correlative Sciences - QbD, Systems Engineering","Takeda Pharmaceutical","Boston, MA",3.7,"$112K-$196K (Glassdoor Est.)","4d",0,112,196,154,"MA",96,"na","senior"
"Applied Scientist","Amazon","Boston, MA",3.9,"$26K-$183K (Glassdoor Est.)","24h",0,26,183,104.5,"MA",24,"na","na"
"Senior Scientist - Microbiome","Takeda Pharmaceutical","Lexington, MA",3.7,"$117K-$206K (Glassdoor Est.)","25d",0,117,206,161.5,"MA",600,"na","senior"
"Data Scientist*","Odyssey Systems Consulting Group, Ltd","Lexington, MA",4,"$74K-$127K (Glassdoor Est.)","14d",0,74,127,100.5,"MA",336,"data scientist","na"
"Senior Scientist, Analytical Sciences","FORMA THERAPEUTICS","Watertown, MA",4,"$110K-$201K (Glassdoor Est.)","5d",0,110,201,155.5,"MA",120,"na","senior"
"Clinical Research Scientist","Karyopharm Therapeutics Inc.","Newton, MA",3.9,"$50K-$93K (Glassdoor Est.)","5d",0,50,93,71.5,"MA",120,"na","na"
"Lead Data Scientist","Humana","Boston, MA",3.8,"$94K-$155K (Glassdoor Est.)","24d",0,94,155,124.5,"MA",576,"data scientist","senior"
"Principal Scientist, Medicinal Chemistry","Novartis","Cambridge, MA",4,"$59K-$98K (Glassdoor Est.)","7d",0,59,98,78.5,"MA",168,"na","senior"
"Food Scientist","Ken's Foods","Marlborough, MA",3.8,"$43K-$72K (Glassdoor Est.)","24h",0,43,72,57.5,"MA",24,"na","na"
"LBP (Microbiome)Senior Scientist","Takeda Pharmaceutical","Cambridge, MA",3.7,"$117K-$206K (Glassdoor Est.)","10d",0,117,206,161.5,"MA",240,"na","senior"
"Data Scientist, Data Science & Analytics","CJ Affiliate","Westborough, MA",3.3,"$68K-$115K (Glassdoor Est.)","24h",0,68,115,91.5,"MA",24,"data scientist","na"
"Analyst II, Data Science","Liberty Mutual Insurance","Boston, MA",3.5,"$100K-$166K (Glassdoor Est.)","23d",0,100,166,133,"MA",552,"analyst","na"
"Principal Scientist, IO Biology","Takeda Pharmaceutical","Boston, MA",3.7,"$109K-$192K (Glassdoor Est.)","25d",0,109,192,150.5,"MA",600,"na","senior"
"Data Scientist","Harvard University","Boston, MA",4.4,"$87K-$144K (Glassdoor Est.)","21d",0,87,144,115.5,"MA",504,"data scientist","na"
"Healthcare Data Analyst I-Anesthesia","Boston Children's Hospital","Boston, MA",4.1,"$31K-$56K (Glassdoor Est.)","11d",0,31,56,43.5,"MA",264,"analyst","na"
"Data Scientist - Summer Internship","Spotify","Boston, MA",3.8,"$99K-$160K (Glassdoor Est.)","24d",0,99,160,129.5,"MA",576,"data scientist","na"
"Principal Scientist, Molecular Pathology, Genomics and Companion Diagnostics","Takeda Pharmaceutical","Boston, MA",3.7,"$115K-$200K (Glassdoor Est.)","25d",0,115,200,157.5,"MA",600,"na","senior"
"Associate Data Scientist","Promoboxx","Boston, MA",3.8,"$63K-$104K (Glassdoor Est.)","13d",0,63,104,83.5,"MA",312,"data scientist","na"
"Scientist 1","Charles River Laboratories","Boston, MA",3.3,"$50K-$104K (Glassdoor Est.)","12d",0,50,104,77,"MA",288,"na","na"
"Senior Scientist I, Vaccine Drug Product Development","Takeda Pharmaceutical","Boston, MA",3.7,"$117K-$206K (Glassdoor Est.)","25d",0,117,206,161.5,"MA",600,"na","senior"
"Senior Machine Learning Engineer","Kensho","Cambridge, MA",4.1,"$169K-$281K (Glassdoor Est.)","17d",0,169,281,225,"MA",408,"mle","senior"
"Principal Scientist - Investigative Toxicology","Takeda Pharmaceutical","Cambridge, MA",3.7,"$115K-$196K (Glassdoor Est.)","4d",0,115,196,155.5,"MA",96,"na","senior"
"Graduate Development Program, Associate Data Scientist, Data Science","National Grid USA","Waltham, MA",3.6,"$61K-$104K (Glassdoor Est.)","23d",0,61,104,82.5,"MA",552,"data scientist","na"
"Senior Scientist Bioinformatics","Pfizer","Cambridge, MA",4.1,"$96K-$151K (Glassdoor Est.)","7d",0,96,151,123.5,"MA",168,"na","senior"
"Scientist, Analytical Development, Cell Therapies","Takeda Pharmaceutical","Boston, MA",3.7,"$65K-$119K (Glassdoor Est.)","4d",0,65,119,92,"MA",96,"na","na"
"Machine Learning Engineer I","Teikametrics","Boston, MA",4.6,"$57K-$103K (Glassdoor Est.)","4d",0,57,103,80,"MA",96,"mle","na"
"Senior Data Engineer","Harbourvest","Boston, MA",3.9,"$96K-$171K (Glassdoor Est.)","24d",0,96,171,133.5,"MA",576,"data engineer","senior"
"Data Analyst - Predictive Modeler","Zeta Global","Burlington, MA",3.3,"$41K-$80K (Glassdoor Est.)","27d",0,41,80,60.5,"MA",648,"analyst","na"
"Lead / Senior Data Scientist - Manufacturing and Supply Chain","Vertex Pharmaceuticals","Boston, MA",3.4,"$113K-$182K (Glassdoor Est.)","25d",0,113,182,147.5,"MA",600,"data scientist","senior"
"Data Modeler - Big Data","NTT DATA Corporation","Brighton, MA",3.4,"$96K-$159K (Glassdoor Est.)","23d",0,96,159,127.5,"MA",552,"na","na"
"Data Scientist I","Keurig Dr Pepper","Burlington, MA",3.3,"$63K-$108K (Glassdoor Est.)","6d",0,63,108,85.5,"MA",144,"data scientist","na"
"Data Scientist","Vectra","Boston, MA",2.8,"$91K-$145K (Glassdoor Est.)","13d",0,91,145,118,"MA",312,"data scientist","na"
"Data Scientist","Drizly","Boston, MA",4.8,"$77K-$124K (Glassdoor Est.)","12d",0,77,124,100.5,"MA",288,"data scientist","na"
"Sr. Director, Office of Data Science","Liberty Mutual Insurance","Boston, MA",3.5,"$243K-$392K (Glassdoor Est.)","25d",0,243,392,317.5,"MA",600,"director","senior"
"Data Scientist","Harvard Medical School","Boston, MA",4.6,"$78K-$137K (Glassdoor Est.)","21d",0,78,137,107.5,"MA",504,"data scientist","na"
"Data Scientist","SimpliSafe","Boston, MA",3.3,"$60K-$99K (Glassdoor Est.)","13d",0,60,99,79.5,"MA",312,"data scientist","na"
"Data Scientist","Conch Technologies, Inc","Boston, MA",4.6,"$62K-$106K (Glassdoor Est.)","24h",0,62,106,84,"MA",24,"data scientist","na"
"Data Scientist","The RepTrak Company","Boston, MA",3.5,"$50K-$85K (Glassdoor Est.)","24d",0,50,85,67.5,"MA",576,"data scientist","na"
"Clinical Scientist - Early IO Clinical Development","Takeda Pharmaceutical","Boston, MA",3.7,"$ 30-$ 53 Per Hour(Glassdoor Est.)","4d",1,60,106,41.5,"MA",96,"na","na"
"Data Scientist - Lodging Team","Hopper","Boston, MA",3.4,"$83K-$137K (Glassdoor Est.)","7d",0,83,137,110,"MA",168,"data scientist","na"
"Data Scientist, Lead Scientist, Louisville, KY","Humana","Boston, MA",3.8,"$99K-$160K (Glassdoor Est.)","5d",0,99,160,129.5,"MA",120,"data scientist","senior"
"Scientist, Culture Science","Rubius Therapeutics","Cambridge, MA",3.6,"$74K-$151K (Glassdoor Est.)","7d",0,74,151,112.5,"MA",168,"na","na"
"Data Science / Operations Research / Statistics / Math New Grad Opportunities","MITRE","Bedford, MA",3.3,"$84K-$136K (Glassdoor Est.)","5d",0,84,136,110,"MA",120,"na","na"
"Senior Manager, Machine Learning Engineer","Capital One - US","Boston, MA",4,"$139K-$243K (Glassdoor Est.)","3d",0,139,243,191,"MA",72,"mle","senior"
"Data Scientist- Alexa","Amazon","Cambridge, MA",3.9,"$77K-$125K (Glassdoor Est.)","17d",0,77,125,101,"MA",408,"data scientist","na"
"Field Applications Scientist (FAS)","Pacific Biosciences","Boston, MA",3.7,"$91K-$137K (Glassdoor Est.)","24h",0,91,137,114,"MA",24,"na","na"
"Data Scientist","Commonwealth Financial Network","Waltham, MA",3.6,"$99K-$118K (Glassdoor Est.)","18d",0,99,118,108.5,"MA",432,"data scientist","na"
"Data Scientist","Tessella","Boston, MA",3.6,"$80K-$136K (Glassdoor Est.)","26d",0,80,136,108,"MA",624,"data scientist","na"
"Data Scientist","inviCRO","Boston, MA",3.8,"$59K-$105K (Glassdoor Est.)","8d",0,59,105,82,"MA",192,"data scientist","na"
"Data Scientist - Nationwide Opportunities","Amazon","Boston, MA",3.9,"$85K-$137K (Glassdoor Est.)","27d",0,85,137,111,"MA",648,"data scientist","na"
"Data Scientist, Marketing Attribution","Chewy","Boston, MA",2.9,"$68K-$111K (Glassdoor Est.)","13d",0,68,111,89.5,"MA",312,"data scientist","na"
"Data & Analytics Consultant","SEI","Boston, MA",4.6,"$87K-$132K (Glassdoor Est.)","13d",0,87,132,109.5,"MA",312,"na","na"
"Data Scientist","Sartorius","Cambridge, MA",3.6,"$66K-$113K (Glassdoor Est.)","21d",0,66,113,89.5,"MA",504,"data scientist","na"
"Data Scientist- Toronto or remote based","MarkMonitor","Burlington, MA",3.1,"$66K-$111K (Glassdoor Est.)","27d",0,66,111,88.5,"MA",648,"data scientist","na"
"Scientist I - Analytical Development","Vertex Pharmaceuticals","Boston, MA",3.4,"$66K-$120K (Glassdoor Est.)","25d",0,66,120,93,"MA",600,"na","na"
"Senior Associate Scientist I - Analytical Operations (Contract)","bluebird bio","Cambridge, MA",3.3,"$103K-$193K (Glassdoor Est.)","17d",0,103,193,148,"MA",408,"na","senior"
"Statistician (Data Scientist) *12 month Roster* *Direct Hire*","Internal Revenue Service","Boston, MA",3.6,"$73K-$123K (Glassdoor Est.)","7d",0,73,123,98,"MA",168,"data scientist","na"
"Data Scientist","QlikTech International","Newton, MA",3.3,"$89K-$143K (Glassdoor Est.)","20d",0,89,143,116,"MA",480,"data scientist","na"
"Data Analyst","Dodge Data & Analytics","Bedford, MA",2.6,"$38K-$71K (Glassdoor Est.)","12d",0,38,71,54.5,"MA",288,"analyst","na"
"Data Analyst - University Graduate","PayPal","Boston, MA",3.9,"$53K-$94K (Glassdoor Est.)","24h",0,53,94,73.5,"MA",24,"analyst","na"
"Data Engineer","Dun & Bradstreet","Waltham, MA",3,"$67K-$131K (Glassdoor Est.)","26d",0,67,131,99,"MA",624,"data engineer","na"
"Data Scientist, Data Science & Analytics","Publicis Groupe","Westborough, MA",3.5,"$65K-$116K (Glassdoor Est.)","12d",0,65,116,90.5,"MA",288,"data scientist","na"
"Marketing Analytics Data Scientist","Boston Scientific Corporation","Marlborough, MA",4.4,"$70K-$124K (Glassdoor Est.)","13d",0,70,124,97,"MA",312,"data scientist","na"
"Staff Scientist I, Life Sciences","Environmental Health","Boston, MA",3.7,"$79K-$96K (Glassdoor Est.)","13d",0,79,96,87.5,"MA",312,"na","na"
"Data Scientist","Merck KGaA","Burlington, MA",4,"$69K-$115K (Glassdoor Est.)","3d",0,69,115,92,"MA",72,"data scientist","na"
"Data Scientist","Analog Devices","Wilmington, MA",3.9,"$92K-$150K (Glassdoor Est.)","20d",0,92,150,121,"MA",480,"data scientist","na"
"Research Scientist, Medicinal Chemistry","Vertex Pharmaceuticals","Boston, MA",3.4,"$69K-$129K (Glassdoor Est.)","14d",0,69,129,99,"MA",336,"na","na"
"Principal Machine Learning Scientist","Affectiva","Boston, MA",4.1,"$120K-$170K (Glassdoor Est.)","6d",0,120,170,145,"MA",144,"mle","senior"
"Healthcare Data Analyst I-DACCI","Boston Children's Hospital","Boston, MA",4.1,"$31K-$56K (Glassdoor Est.)","6d",0,31,56,43.5,"MA",144,"analyst","na"
"Data Engineer","Hollister Staffing","Boston, MA",4.5,"$46K-$90K (Glassdoor Est.)","3d",0,46,90,68,"MA",72,"data engineer","na"
"Data Scientist","Clarivate Analytics","Burlington, MA",3.5,"$75K-$123K (Glassdoor Est.)","27d",0,75,123,99,"MA",648,"data scientist","na"
"Applied Machine Learning Scientist","Signify","Cambridge, MA",3.4,"$76K-$135K (Glassdoor Est.)","24d",0,76,135,105.5,"MA",576,"mle","na"
"Data Scientist","Deerwalk Inc.","Lexington, MA",4.1,"$60K-$99K (Glassdoor Est.)","26d",0,60,99,79.5,"MA",624,"data scientist","na"
"Data Scientist","Panjiva","Cambridge, MA",4.2,"$113K-$115K (Glassdoor Est.)","17d",0,113,115,114,"MA",408,"data scientist","na"
"Data Scientist II","Teikametrics","Boston, MA",4.6,"$67K-$112K (Glassdoor Est.)","4d",0,67,112,89.5,"MA",96,"data scientist","na"
"Machine Learning Engineer","Systems & Technology Research","Woburn, MA",4.2,"$99K-$174K (Glassdoor Est.)","2d",0,99,174,136.5,"MA",48,"mle","na"
"Scientist, Targeted Tumor Delivery","AstraZeneca","Waltham, MA",4.1,"$ 14-$ 57 Per Hour(Glassdoor Est.)","7d",1,28,114,35.5,"MA",168,"na","na"
"Data Scientist","Massachusetts General Hospital(MGH)","Boston, MA",4.1,"$62K-$107K (Glassdoor Est.)","4d",0,62,107,84.5,"MA",96,"data scientist","na"
"Research Data Scientist","UnitedHealth Group","Boston, MA",3.4,"$73K-$118K (Glassdoor Est.)","24h",0,73,118,95.5,"MA",24,"data scientist","na"
"Senior Scientist - Quality Control - HPLC - Dissolution - GMP","PPD","Boston, MA",3.8,"$52K-$93K (Glassdoor Est.)","4d",0,52,93,72.5,"MA",96,"na","senior"
"Data Scientist","Sanofi","Cambridge, MA",3.8,"$84K-$146K (Glassdoor Est.)","5d",0,84,146,115,"MA",120,"data scientist","na"
"Managing Consultant, Data Analytics","Opinion Dynamics","Waltham, MA",4.2,"$50K-$96K (Glassdoor Est.)","25d",0,50,96,73,"MA",600,"na","na"
"Data Scientist","BlueConic","Boston, MA",4.5,"$101K-$133K (Glassdoor Est.)","12d",0,101,133,117,"MA",288,"data scientist","na"
"Senior Product Data Analyst, Consumer","CarGurus","Cambridge, MA",3.9,"$58K-$106K (Glassdoor Est.)","26d",0,58,106,82,"MA",624,"analyst","senior"
"Data Scientist","Lincoln Financial","Boston, MA",3.5,"$83K-$139K (Glassdoor Est.)","11d",0,83,139,111,"MA",264,"data scientist","na"
"Healthcare Data Scientist","UnitedHealth Group","Boston, MA",3.4,"$73K-$121K (Glassdoor Est.)","16d",0,73,121,97,"MA",384,"data scientist","na"
"Associate Scientist/Scientist, Analytical Development","Rubius Therapeutics","Cambridge, MA",3.6,"$43K-$84K (Glassdoor Est.)","20d",0,43,84,63.5,"MA",480,"na","na"
"Information Technology, Data Scientist, Masters Degree","Procter & Gamble","Boston, MA",4.2,"$104K-$168K (Glassdoor Est.)","13d",0,104,168,136,"MA",312,"data scientist","na"
"Data Analyst I","Massachusetts General Hospital","Boston, MA",4.1,"$45K-$77K (Glassdoor Est.)","3d",0,45,77,61,"MA",72,"analyst","na"
"Research Scientist, Mechanistic Biology & Profiling","AstraZeneca","Waltham, MA",4.1,"$64K-$119K (Glassdoor Est.)","2d",0,64,119,91.5,"MA",48,"na","na"
"Immunologist / Immunosafety Scientist","Pfizer","Cambridge, MA",4.1,"$66K-$106K (Glassdoor Est.)","3d",0,66,106,86,"MA",72,"na","na"
"Visiting Scientist, AI","Facebook","Boston, MA",4.6,"$82K-$144K (Glassdoor Est.)","24h",0,82,144,113,"MA",24,"na","na"
"Senior Scientist","Pfizer","Cambridge, MA",4.1,"$85K-$131K (Glassdoor Est.)","20d",0,85,131,108,"MA",480,"na","senior"
"Associate Data Scientist","Insulet Corporation","Acton, MA",2.6,"$64K-$107K (Glassdoor Est.)","13d",0,64,107,85.5,"MA",312,"data scientist","na"
"Data Engineer - Summer Internship","Spotify","Boston, MA",3.8,"$111K-$196K (Glassdoor Est.)","24d",0,111,196,153.5,"MA",576,"data engineer","na"
"Senior Principal Scientist, Medicinal Chemistry and Molecular Design","Pfizer","Cambridge, MA",4.1,"$112K-$173K (Glassdoor Est.)","6d",0,112,173,142.5,"MA",144,"na","senior"
"Data Scientist","Klaviyo","Boston, MA",4.8,"$78K-$127K (Glassdoor Est.)","24d",0,78,127,102.5,"MA",576,"data scientist","na"
"Associate Scientist II - Analytical Operations (Contract)","bluebird bio","Cambridge, MA",3.3,"$43K-$92K (Glassdoor Est.)","6d",0,43,92,67.5,"MA",144,"na","na"
"Cutting Edge Data Scientists","Innovim","Boston, MA",3.8,"$74K-$125K (Glassdoor Est.)","21d",0,74,125,99.5,"MA",504,"data scientist","na"
"Data Scientist Analyst","S&P Global","Cambridge, MA",3.9,"$106K-$176K (Glassdoor Est.)","24h",0,106,176,141,"MA",24,"data scientist","na"
"Data Science / Business Intelligence / Informatics","Humana","Boston, MA",3.8,"$68K-$115K (Glassdoor Est.)","5d",0,68,115,91.5,"MA",120,"na","na"
"QC Reviewer / Sr. QC Reviewer - Data Review , HPLC , GMP","PPD","Boston, MA",3.8,"$48K-$86K (Glassdoor Est.)","18d",0,48,86,67,"MA",432,"na","senior"
"Sr Data Scientist","Chewy","Boston, MA",2.9,"$95K-$152K (Glassdoor Est.)","25d",0,95,152,123.5,"MA",600,"data scientist","senior"
"Senior Research Associate/Associate Scientist, Immunology","Rubius Therapeutics","Cambridge, MA",3.6,"$35K-$67K (Glassdoor Est.)","26d",0,35,67,51,"MA",624,"na","senior"
"SoC Modeling Engineer - ELP","Marvell Technology","Marlborough, MA",3.7,"$70K-$111K (Glassdoor Est.)","6d",0,70,111,90.5,"MA",144,"na","na"
"Senior Data Engineer","Dun & Bradstreet","Waltham, MA",3,"$103K-$190K (Glassdoor Est.)","24h",0,103,190,146.5,"MA",24,"data engineer","senior"
"Machine Learning- Principal Data Scientist","Tripadvisor","Needham, MA",3.4,"$146K-$237K (Glassdoor Est.)","26d",0,146,237,191.5,"MA",624,"data scientist","senior"
"Senior Data Scientist","Kronos Incorporated","Lowell, MA",4.3,"$110K-$175K (Glassdoor Est.)","24h",0,110,175,142.5,"MA",24,"data scientist","senior"
"Data Scientist","Compunnel Inc.","Boston, MA",3.4,"$87K-$147K (Glassdoor Est.)","3d",0,87,147,117,"MA",72,"data scientist","na"
"Lead Data Scientist – Network Analysis and Control","MITRE","Bedford, MA",3.3,"$111K-$178K (Glassdoor Est.)","20d",0,111,178,144.5,"MA",480,"data scientist","senior"
"Sr. Data Scientist","Alteryx","Boston, MA",3.5,"$91K-$146K (Glassdoor Est.)","12d",0,91,146,118.5,"MA",288,"data scientist","senior"
"Ecological Data Scientist","Exponent","Maynard, MA",3.6,"$72K-$121K (Glassdoor Est.)","11d",0,72,121,96.5,"MA",264,"data scientist","na"
"CLEARED Lead Intelligence / Open Source Data Analyst","MITRE","Bedford, MA",3.3,"$87K-$146K (Glassdoor Est.)","17d",0,87,146,116.5,"MA",408,"analyst","senior"
"Senior Clinical Data Manager (External Data)","Vertex Pharmaceuticals","Boston, MA",3.4,"$61K-$111K (Glassdoor Est.)","25d",0,61,111,86,"MA",600,"manager","senior"
"Data Analyst - Catalog Research","True Fit","Boston, MA",3.6,"$38K-$71K (Glassdoor Est.)","6d",0,38,71,54.5,"MA",144,"analyst","na"
"Analyst, Data Science, Solaria Labs","Liberty Mutual Insurance","Boston, MA",3.5,"$53K-$94K (Glassdoor Est.)","25d",0,53,94,73.5,"MA",600,"analyst","na"
"Sr. Medical Writing Scientist","Vertex Pharmaceuticals","Boston, MA",3.4,"$101K-$162K (Glassdoor Est.)","25d",0,101,162,131.5,"MA",600,"na","senior"
"Sr. Data Scientist","Keurig Dr Pepper","Burlington, MA",3.3,"$98K-$162K (Glassdoor Est.)","6d",0,98,162,130,"MA",144,"data scientist","senior"
"Senior Data Scientist","GNS Healthcare","Cambridge, MA",3,"$136K-$225K (Glassdoor Est.)","18d",0,136,225,180.5,"MA",432,"data scientist","senior"
"Data Scientist: Bioinformatics and Machine Learning","Sanofi","Cambridge, MA",3.8,"$94K-$154K (Glassdoor Est.)","23d",0,94,154,124,"MA",552,"data scientist","na"
"Senior Scientist, Chemical Biology and Therapeutics","Novartis","Cambridge, MA",4,"$81K-$146K (Glassdoor Est.)","6d",0,81,146,113.5,"MA",144,"na","senior"
