"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Failure Investigation Scientist","Cepheid","Newark, CA",3.5,"$57K-$123K (Glassdoor Est.)","14d",0,57,123,90,"CA",336,"na","na"
"Senior Scientist, Computer Vision/Machine Learning","Niantic","Sunnyvale, CA",3.9,"$132K-$227K (Glassdoor Est.)","3d",0,132,227,179.5,"CA",72,"mle","senior"
"Search - Applied Scientist","JD.com","Mountain View, CA",3.7,"$22K-$139K (Glassdoor Est.)","5d",0,22,139,80.5,"CA",120,"na","na"
"Data Engineer, Legal Central Services","Facebook","Menlo Park, CA",4.6,"$115K-$187K (Glassdoor Est.)","24h",0,115,187,151,"CA",24,"data engineer","na"
"Data Engineer, Analytics (Product Foundation)","Facebook","Menlo Park, CA",4.6,"$118K-$192K (Glassdoor Est.)","24h",0,118,192,155,"CA",24,"data engineer","na"
"Computational Scientist - Think Tank Team","Samsung Research America","Mountain View, CA",3.8,"$94K-$155K (Glassdoor Est.)","21d",0,94,155,124.5,"CA",504,"na","na"
"Data Engineer","Facebook","Fremont, CA",4.6,"$118K-$192K (Glassdoor Est.)","24h",0,118,192,155,"CA",24,"data engineer","na"
"Research Scientist","Bio-techne","San Jose, CA",3.6,"$65K-$140K (Glassdoor Est.)","21d",0,65,140,102.5,"CA",504,"na","na"
"Senior HR Data Analyst","NVIDIA","Santa Clara, CA",4.7,"$110K-$190K (Glassdoor Est.)","15d",0,110,190,150,"CA",360,"analyst","senior"
"Machine Learning Research Scientist, Siri Search Relevance","Apple","Santa Clara, CA",4.2,"$136K-$167K (Glassdoor Est.)","7d",0,136,167,151.5,"CA",168,"mle","na"
"Data Engineer, Analytics (Family Ecosystems)","Facebook","Menlo Park, CA",4.6,"$118K-$192K (Glassdoor Est.)","24h",0,118,192,155,"CA",24,"data engineer","na"
"Machine Learning Scientist - Knowledge Graphs","Tempus","Redwood City, CA",3.3,"$67K-$116K (Glassdoor Est.)","15d",0,67,116,91.5,"CA",360,"mle","na"
"Lead Data Analyst","CalypsoWay","Pleasanton, CA",4.2,"$82K-$145K (Glassdoor Est.)","21d",0,82,145,113.5,"CA",504,"analyst","senior"
"Data Engineer","Confluent","Mountain View, CA",4.5,"$102K-$187K (Glassdoor Est.)","4d",0,102,187,144.5,"CA",96,"data engineer","na"
"FIB/SEM Materials Scientist","Eurofins","Milpitas, CA",3.4,"$18K-$88K (Glassdoor Est.)","1d",0,18,88,53,"CA",24,"na","na"
"Scientist I","Central Business Solutions, Inc","Santa Clara, CA",3,"$45K-$95K (Glassdoor Est.)","18d",0,45,95,70,"CA",432,"na","na"
"Supply Chain Data Analyst","Cepheid","Sunnyvale, CA",3.5,"$58K-$103K (Glassdoor Est.)","17d",0,58,103,80.5,"CA",408,"analyst","na"
"Data Engineer","Trianz","Santa Clara, CA",2.5,"$81K-$155K (Glassdoor Est.)","2d",0,81,155,118,"CA",48,"data engineer","na"
"Senior Cybersecurity Data Scientist","Lawrence Livermore National Laboratory","Livermore, CA",4.7,"$112K-$178K (Glassdoor Est.)","11d",0,112,178,145,"CA",264,"data scientist","senior"
"Research Scientist- Statistics and Privacy (R&D)","Facebook","Menlo Park, CA",4.6,"$109K-$178K (Glassdoor Est.)","24h",0,109,178,143.5,"CA",24,"na","na"
"Finance Data Analyst","Tesla","Fremont, CA",3.5,"$67K-$117K (Glassdoor Est.)","15d",0,67,117,92,"CA",360,"analyst","na"
"Senior Deep Learning Scientist, Perception - Autonomous Vehicles","NVIDIA","Santa Clara, CA",4.7,"$153K-$261K (Glassdoor Est.)","26d",0,153,261,207,"CA",624,"na","senior"
"Senior Deep Learning Scientist, Prediction - Autonomous Vehicles","NVIDIA","Santa Clara, CA",4.7,"$153K-$261K (Glassdoor Est.)","26d",0,153,261,207,"CA",624,"na","senior"
"Technical Data Analyst","Beezwax Datatools","Cupertino, CA",4.8,"$69K-$131K (Glassdoor Est.)","25d",0,69,131,100,"CA",600,"analyst","na"
"Lead Data Scientist","Aetna","Cupertino, CA",3.4,"$177K-$275K (Glassdoor Est.)","20d",0,177,275,226,"CA",480,"data scientist","senior"
"Senior Business Intelligence Analyst","Samsung Semiconductor, Inc.","San Jose, CA",3,"$79K-$153K (Glassdoor Est.)","15d",0,79,153,116,"CA",360,"analyst","senior"
"Senior Deep Learning Scientist, OCR/NLP - Autonomous Vehicles","NVIDIA","Santa Clara, CA",4.7,"$168K-$285K (Glassdoor Est.)","11d",0,168,285,226.5,"CA",264,"na","senior"
"Data Analyst lll","Milestone Technologies, Inc.","Fremont, CA",3.6,"$74K-$129K (Glassdoor Est.)","24d",0,74,129,101.5,"CA",576,"analyst","na"
"Senior Technical Data Analyst","GoFundMe","Redwood City, CA",4.6,"$83K-$147K (Glassdoor Est.)","11d",0,83,147,115,"CA",264,"analyst","senior"
"Senior Data Engineer","Intuit","Mountain View, CA",4.6,"$107K-$192K (Glassdoor Est.)","23d",0,107,192,149.5,"CA",552,"data engineer","senior"
"Lead Data Analyst","Freedom Financial Network","San Mateo, CA",3.4,"$59K-$110K (Glassdoor Est.)","3d",0,59,110,84.5,"CA",72,"analyst","senior"
"Senior Machine Learning Engineer, Growth","Livongo","Mountain View, CA",4.7,"$141K-$241K (Glassdoor Est.)","10d",0,141,241,191,"CA",240,"mle","senior"
"Software Engineer / Data Scientist, Fleet Analytics","Tesla","Palo Alto, CA",3.5,"$75K-$148K (Glassdoor Est.)","15d",0,75,148,111.5,"CA",360,"data scientist","na"
"Senior Data Scientist - Optimization","AutoGrid Systems","Redwood City, CA",3.1,"$183K-$220K (Glassdoor Est.)","19d",0,183,220,201.5,"CA",456,"data scientist","senior"
"Applications Engineer/Scientist – Materials Characterization & Testing","DuPont","Sunnyvale, CA",3.7,"$21K-$136K (Glassdoor Est.)","11d",0,21,136,78.5,"CA",264,"na","na"
"Senior Deep Learning Scientist, Mapping & Localization - Autonomous Vehicles","NVIDIA","Santa Clara, CA",4.7,"$168K-$285K (Glassdoor Est.)","17d",0,168,285,226.5,"CA",408,"na","senior"
"Data Analyst","Netpace, Inc.","Sunnyvale, CA",4,"$54K-$97K (Glassdoor Est.)","15d",0,54,97,75.5,"CA",360,"analyst","na"
"Data Engineer","Juniper Networks","Cupertino, CA",3.9,"$115K-$212K (Glassdoor Est.)","10d",0,115,212,163.5,"CA",240,"data engineer","na"
"Principal Business Data Analyst","Intuit","Mountain View, CA",4.6,"$137K-$235K (Glassdoor Est.)","20d",0,137,235,186,"CA",480,"analyst","senior"
"Staff Machine Learning Engineer","Zscaler","San Jose, CA",4.7,"$130K-$222K (Glassdoor Est.)","24h",0,130,222,176,"CA",24,"mle","na"
"Data Engineer 3","PayPal","San Jose, CA",3.9,"$101K-$184K (Glassdoor Est.)","24h",0,101,184,142.5,"CA",24,"data engineer","na"
"Business Data Analyst","DHL | Supply Chain","Livermore, CA",3.8,"$38K-$76K (Glassdoor Est.)","24h",0,38,76,57,"CA",24,"analyst","na"
"Senior Business & Data Analyst","ServiceNow","Santa Clara, CA",4,"$110K-$190K (Glassdoor Est.)","24h",0,110,190,150,"CA",24,"analyst","senior"
"Senior Data Scientist","Lucid Motors","Newark, CA",3.9,"$115K-$181K (Glassdoor Est.)","3d",0,115,181,148,"CA",72,"data scientist","senior"
"Supply Chain and Data Analyst","Facebook","Fremont, CA",4.6,"$85K-$155K (Glassdoor Est.)","13d",0,85,155,120,"CA",312,"analyst","na"
"Senior Fraud Data Analyst","LexisNexis Risk Solutions","San Jose, CA",3.7,"$70K-$123K (Glassdoor Est.)","27d",0,70,123,96.5,"CA",648,"analyst","senior"
"Data Engineer, Analytics (Marketing Analytics)","Facebook","Menlo Park, CA",4.6,"$118K-$192K (Glassdoor Est.)","24h",0,118,192,155,"CA",24,"data engineer","na"
"Senior Fraud Data Analyst","RELX Group","San Jose, CA",3.7,"$88K-$158K (Glassdoor Est.)","27d",0,88,158,123,"CA",648,"analyst","senior"
"Sr. Applied ML Scientist","Amazon","Sunnyvale, CA",3.9,"$135K-$210K (Glassdoor Est.)","24d",0,135,210,172.5,"CA",576,"na","senior"
"Data Architect","NVIDIA","Santa Clara, CA",4.7,"$137K-$221K (Glassdoor Est.)","24h",0,137,221,179,"CA",24,"na","na"
"Senior Marketing Data Analyst","TSYS","San Mateo, CA",3,"$102K-$166K (Glassdoor Est.)","5d",0,102,166,134,"CA",120,"analyst","senior"
"Sr. Machine Learning Engineer - News","Apple","Santa Clara, CA",4.2,"$176K-$273K (Glassdoor Est.)","14d",0,176,273,224.5,"CA",336,"mle","senior"
"Regulatory Data Analyst","International Consulting Group (San Jose)","Cupertino, CA",NA,"$66K-$102K (Glassdoor Est.)","24d",0,66,102,84,"CA",576,"analyst","na"
"Data Analyst/Product Owner(Payments/Finance/Accounting Industry Background)","iknowvate technologies","San Jose, CA",3.2,"$49K-$89K (Glassdoor Est.)","27d",0,49,89,69,"CA",648,"analyst","na"
"Video Streaming - Data Science and Analytics Leader","Netflix","Los Gatos, CA",4.1,"$189K-$307K (Glassdoor Est.)","22d",0,189,307,248,"CA",528,"na","senior"
"Sr or Principal Data Scientist","Freedom Financial","San Mateo, CA",2.2,"$108K-$172K (Glassdoor Est.)","7d",0,108,172,140,"CA",168,"data scientist","senior"
"Sr. Dir., Data Science, People Analytics","eBay","San Jose, CA",3.7,"$128K-$205K (Glassdoor Est.)","12d",0,128,205,166.5,"CA",288,"na","senior"
"Senior Machine Learning Scientist, Ad Traffic Quality","Google","Sunnyvale, CA",4.5,"$140K-$239K (Glassdoor Est.)","7d",0,140,239,189.5,"CA",168,"mle","senior"
"Analytical Scientist - Ingredient","Impossible Foods","Redwood City, CA",3.6,"$59K-$106K (Glassdoor Est.)","15d",0,59,106,82.5,"CA",360,"na","na"
"Polymer Scientist Materials Chemistry Consultant","Exponent","Menlo Park, CA",3.6,"$87K-$114K (Glassdoor Est.)","11d",0,87,114,100.5,"CA",264,"na","na"
"Misinformation Data Analyst, Community Operations","Facebook","Menlo Park, CA",4.6,"$85K-$155K (Glassdoor Est.)","24h",0,85,155,120,"CA",24,"analyst","na"
"Sr. Machine Learning Engineer","Amazon","Sunnyvale, CA",3.9,"$135K-$210K (Glassdoor Est.)","5d",0,135,210,172.5,"CA",120,"mle","senior"
"Senior Data Scientist","Nauto","Palo Alto, CA",3.6,"$137K-$218K (Glassdoor Est.)","15d",0,137,218,177.5,"CA",360,"data scientist","senior"
"(Senior) Machine Learning Scientist - Computational Pathology","Tempus","Redwood City, CA",3.3,"$89K-$149K (Glassdoor Est.)","24h",0,89,149,119,"CA",24,"mle","senior"
"Applications Scientist","Bio-techne","San Jose, CA",3.6,"$68K-$105K (Glassdoor Est.)","13d",0,68,105,86.5,"CA",312,"na","na"
"Associate/Scientist","Exponent","Menlo Park, CA",3.6,"$63K-$138K (Glassdoor Est.)","27d",0,63,138,100.5,"CA",648,"na","na"
"Senior Security Machine Learning Engineer","Netflix","Los Gatos, CA",4.1,"$164K-$278K (Glassdoor Est.)","15d",0,164,278,221,"CA",360,"mle","senior"
"Senior Data Scientist","Shutterfly","Redwood City, CA",3.1,"$119K-$188K (Glassdoor Est.)","4d",0,119,188,153.5,"CA",96,"data scientist","senior"
"Senior Data Scientist - Innovation (CBS) (Assistant Director) (Multiple Positions)","EY","San Jose, CA",3.8,"$149K-$238K (Glassdoor Est.)","27d",0,149,238,193.5,"CA",648,"data scientist","senior"
"Staff Imaging Scientist - DP","Roche","Santa Clara, CA",4.1,"$115K-$174K (Glassdoor Est.)","4d",0,115,174,144.5,"CA",96,"na","na"
"Data Science Manager, Messenger","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Data Engineer","Nyansa","Palo Alto, CA",3.9,"$112K-$134K (Glassdoor Est.)","3d",0,112,134,123,"CA",72,"data engineer","na"
"Big Data Engineering Architect","Comcast","Sunnyvale, CA",3.7,"$84K-$155K (Glassdoor Est.)","21d",0,84,155,119.5,"CA",504,"data engineer","na"
"Application Scientist","Bio-Rad Laboratories, Inc.","Pleasanton, CA",3.3,"$60K-$95K (Glassdoor Est.)","3d",0,60,95,77.5,"CA",72,"na","na"
"Senior Staff Reliability Data Scientist","Rivian Automotive","Palo Alto, CA",4,"$184K-$298K (Glassdoor Est.)","24h",0,184,298,241,"CA",24,"data scientist","senior"
"Wireless Quantitative Data Analyst","Apple","Santa Clara, CA",4.2,"$65K-$113K (Glassdoor Est.)","4d",0,65,113,89,"CA",96,"analyst","na"
"Data Engineer, Analytics (Payments Ecosystem)","Facebook","Menlo Park, CA",4.6,"$118K-$192K (Glassdoor Est.)","15d",0,118,192,155,"CA",360,"data engineer","na"
"MSI Data Engineer","Apple","Santa Clara, CA",4.2,"$119K-$206K (Glassdoor Est.)","24h",0,119,206,162.5,"CA",24,"data engineer","na"
"Director, Data Science","Roku","San Jose, CA",3.7,"$176K-$280K (Glassdoor Est.)","24h",0,176,280,228,"CA",24,"director","na"
"Bioinformatics Data Analyst","Centrillion","Palo Alto, CA",2.2,"$60K-$74K (Glassdoor Est.)","6d",0,60,74,67,"CA",144,"analyst","na"
"Sr. Big Data Engineer (Remote)","CrowdStrike","Sunnyvale, CA",3.9,"$139K-$253K (Glassdoor Est.)","1d",0,139,253,196,"CA",24,"data engineer","senior"
"Senior Data Scientist","Airtime","Palo Alto, CA",4.3,"$148K-$174K (Glassdoor Est.)","7d",0,148,174,161,"CA",168,"data scientist","senior"
"Senior Machine Learning Engineer","Lucid Motors","Newark, CA",3.9,"$130K-$211K (Glassdoor Est.)","11d",0,130,211,170.5,"CA",264,"mle","senior"
"Hiring Data Engineer/ Full-Stack Developers","Scry Analytics","San Jose, CA",3.8,"$68K-$126K (Glassdoor Est.)","17d",0,68,126,97,"CA",408,"data engineer","na"
"Senior Data Analyst","Sanmina Corporation","San Jose, CA",3.1,"$57K-$102K (Glassdoor Est.)","15d",0,57,102,79.5,"CA",360,"analyst","senior"
"Software Engineer - Data","Juniper Networks","Cupertino, CA",3.9,"$80K-$155K (Glassdoor Est.)","24h",0,80,155,117.5,"CA",24,"na","na"
"HR Data Analyst (Workday EIB)","IntelliPro Group Inc.","Mountain View, CA",4.2,"$55K-$105K (Glassdoor Est.)","4d",0,55,105,80,"CA",96,"analyst","na"
"Mathematical Scientist","Pit.AI Technologies Inc.","San Jose, CA",NA,"$81K-$121K (Glassdoor Est.)","17d",0,81,121,101,"CA",408,"na","na"
"Workday EIB Data Analyst","IntelliPro Group Inc.","Mountain View, CA",4.2,"$69K-$131K (Glassdoor Est.)","4d",0,69,131,100,"CA",96,"analyst","na"
"Sr. Data Engineer - Ecommerce (Remote)","CrowdStrike","Sunnyvale, CA",3.9,"$138K-$252K (Glassdoor Est.)","1d",0,138,252,195,"CA",24,"data engineer","senior"
"Research Scientist, Machine Learning/Reinforcement Learning","Nuro","Mountain View, CA",4.3,"$90K-$169K (Glassdoor Est.)","8d",0,90,169,129.5,"CA",192,"mle","na"
"Data Engineer, Analytics (Instagram Well Being)","Facebook","Menlo Park, CA",4.6,"$118K-$192K (Glassdoor Est.)","7d",0,118,192,155,"CA",168,"data engineer","na"
"Data Scientist - Postdoctoral Research Staff Member","Lawrence Livermore National Lab","Livermore, CA",4.7,"$117K-$186K (Glassdoor Est.)","14d",0,117,186,151.5,"CA",336,"data scientist","na"
"Housing Navigator and Data Analyst","Bill Wilson center","Santa Clara, CA",3.8,"$43K-$78K (Glassdoor Est.)","4d",0,43,78,60.5,"CA",96,"analyst","na"
"(USA) Senior Data Analyst - Ecomm","Walmart","Sunnyvale, CA",3.3,"$136K-$217K (Glassdoor Est.)","24h",0,136,217,176.5,"CA",24,"analyst","senior"
"Data Engineer","LotusFlare, Inc.","Sunnyvale, CA",4.1,"$104K-$121K (Glassdoor Est.)","21d",0,104,121,112.5,"CA",504,"data engineer","na"
"Software Engineer, Data Platform","DoorDash","Mountain View, CA",4,"$82K-$163K (Glassdoor Est.)","14d",0,82,163,122.5,"CA",336,"na","na"
"Sr. Applied Scientist","Amazon","Sunnyvale, CA",3.9,"$37K-$321K (Glassdoor Est.)","3d",0,37,321,179,"CA",72,"na","senior"
"Data Analyst","Virtusa","Fremont, CA",3.2,"$68K-$121K (Glassdoor Est.)","12d",0,68,121,94.5,"CA",288,"analyst","na"
"Data Engineer, Partnerships Central Systems, Data & Tools","Facebook","Menlo Park, CA",4.6,"$115K-$187K (Glassdoor Est.)","7d",0,115,187,151,"CA",168,"data engineer","na"
"Senior Computer Scientist","Adobe","San Jose, CA",4.3,"$116K-$173K (Glassdoor Est.)","15d",0,116,173,144.5,"CA",360,"na","senior"
"Data Engineering Lead, Apple Media Products Data Science & Analytics - Cupertino","Apple","Santa Clara, CA",4.2,"$124K-$200K (Glassdoor Est.)","3d",0,124,200,162,"CA",72,"data engineer","senior"
"Computational Project Scientist","Lawrence Berkeley Lab","San Jose, CA",4.2,"$59K-$93K (Glassdoor Est.)","24h",0,59,93,76,"CA",24,"na","na"
"Bioinformatics Scientist I, Early Cancer Detection","Guardant Health","Redwood City, CA",3.7,"$92K-$148K (Glassdoor Est.)","24h",0,92,148,120,"CA",24,"na","na"
"Data Science Manager, Instagram Well-being (Foundation)","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Data Engineer - Data Service Platform","PayPal","San Jose, CA",3.9,"$89K-$159K (Glassdoor Est.)","15d",0,89,159,124,"CA",360,"data engineer","na"
"Regulatory Data Analyst","International Consulting Group Inc.","Cupertino, CA",3.3,"$60K-$109K (Glassdoor Est.)","15d",0,60,109,84.5,"CA",360,"analyst","na"
"Senior Machine Learning Engineer, Infrastructure/Big Data","AppLovin","Palo Alto, CA",4.8,"$150K-$258K (Glassdoor Est.)","25d",0,150,258,204,"CA",600,"mle","senior"
"Manager, Data Science, Commerce Engineering","Facebook","Menlo Park, CA",4.6,"$131K-$207K (Glassdoor Est.)","24h",0,131,207,169,"CA",24,"manager","na"
"Remote Data Engineer","Edgesource Corporation","Mountain View, CA",3.7,"$72K-$133K (Glassdoor Est.)","21d",0,72,133,102.5,"CA",504,"data engineer","na"
"Data Science Manager - Marketplace Integrity","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Data Science Manager - Core Payments","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Business Intelligence Analyst V - (B5)","Applied Materials","Santa Clara, CA",3.9,"$124K-$223K (Glassdoor Est.)","13d",0,124,223,173.5,"CA",312,"analyst","na"
"Senior Machine Learning Applied Scientist (Ads Auction)","Amazon","Palo Alto, CA",3.9,"$135K-$210K (Glassdoor Est.)","11d",0,135,210,172.5,"CA",264,"mle","senior"
"Senior Data Scientist","Tailored Brands","Fremont, CA",3,"$134K-$209K (Glassdoor Est.)","18d",0,134,209,171.5,"CA",432,"data scientist","senior"
"Research Scientist - Machine Learning and Image Analysis","HeartFlow","Redwood City, CA",2.5,"$94K-$191K (Glassdoor Est.)","5d",0,94,191,142.5,"CA",120,"mle","na"
"Scientist","Pivot Bio","Hayward, CA",4.1,"$63K-$139K (Glassdoor Est.)","2d",0,63,139,101,"CA",48,"na","na"
"Data Engineer","Nextgen Technologies","San Jose, CA",4.2,"$61K-$117K (Glassdoor Est.)","5d",0,61,117,89,"CA",120,"data engineer","na"
"Research Scientist - Astronomy","Lawrence Livermore National Lab","Livermore, CA",4.7,"$122K-$150K (Glassdoor Est.)","19d",0,122,150,136,"CA",456,"na","na"
"Network Operations Engineer - Data","Facebook","Fremont, CA",4.6,"$99K-$274K (Glassdoor Est.)","24h",0,99,274,186.5,"CA",24,"na","na"
"Data Engineer (Lead) Public Content Monetization","Facebook","Menlo Park, CA",4.6,"$153K-$249K (Glassdoor Est.)","24h",0,153,249,201,"CA",24,"data engineer","senior"
"Director/VP, Data Science, Business Opportunities","Facebook","Menlo Park, CA",4.6,"$290K-$451K (Glassdoor Est.)","24h",0,290,451,370.5,"CA",24,"director","na"
"Manager/Sr Manager Product Data Science","PayPal","San Jose, CA",3.9,"$181K-$286K (Glassdoor Est.)","19d",0,181,286,233.5,"CA",456,"manager","senior"
"SCIENTIST","CAMRIS International","Mount Hamilton, CA",4.3,"$93K-$127K (Glassdoor Est.)","18d",0,93,127,110,"CA",432,"na","na"
"Senior Machine Learning Scientist - Computational Pathology","Tempus Labs","Redwood City, CA",3.3,"$137K-$222K (Glassdoor Est.)","12d",0,137,222,179.5,"CA",288,"mle","senior"
"Data Engineer, Analytics Lead (Ad Monetization and Delivery)","Facebook","Menlo Park, CA",4.6,"$153K-$249K (Glassdoor Est.)","24h",0,153,249,201,"CA",24,"data engineer","senior"
"Big Data Engineering Instructor","IntelliPro Group Inc.","Santa Clara, CA",4.2,"$58K-$111K (Glassdoor Est.)","18d",0,58,111,84.5,"CA",432,"data engineer","na"
"Data Science Manager","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Staff Research Scientist","Upstart","San Mateo, CA",4.4,"$73K-$148K (Glassdoor Est.)","18d",0,73,148,110.5,"CA",432,"na","na"
"(Senior) Machine Learning Engineer - Tencent Games","Tencent","Palo Alto, CA",4.3,"$113K-$195K (Glassdoor Est.)","14d",0,113,195,154,"CA",336,"mle","senior"
"Sr. Applied Scientist","Microsoft","Sunnyvale, CA",4.3,"$32K-$248K (Glassdoor Est.)","7d",0,32,248,140,"CA",168,"na","senior"
"AI Research Scientist – Perception in Mixed Reality & Robotics","Bosch Group","Sunnyvale, CA",4.1,"$93K-$188K (Glassdoor Est.)","24h",0,93,188,140.5,"CA",24,"na","na"
"AWS Data Engineer","Rivian Automotive","Palo Alto, CA",4,"$107K-$190K (Glassdoor Est.)","24h",0,107,190,148.5,"CA",24,"data engineer","na"
"Reporting and Analytics Manager, Product","Equinix","Sunnyvale, CA",4.2,"$60K-$125K (Glassdoor Est.)","21d",0,60,125,92.5,"CA",504,"manager","na"
"Prediction - Research Engineer/Research Scientist","TuSimple, Inc.","Mountain View, CA",3.8,"$98K-$163K (Glassdoor Est.)","4d",0,98,163,130.5,"CA",96,"na","na"
"Big Data Engineer - Software Engineer II","NCR","Redwood City, CA",3.5,"$63K-$123K (Glassdoor Est.)","14d",0,63,123,93,"CA",336,"data engineer","na"
"Planning - Research Engineer/Research Scientist","TuSimple, Inc.","Mountain View, CA",3.8,"$98K-$163K (Glassdoor Est.)","4d",0,98,163,130.5,"CA",96,"na","na"
"Senior Machine Learning Engineer, Infrastructure/Big Data","MachineZone","Palo Alto, CA",2.9,"$81K-$141K (Glassdoor Est.)","4d",0,81,141,111,"CA",96,"mle","senior"
"Data Science Manager, Instagram Ranking","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Data Science Manager - FB Shops","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Software Engineer, Data Platform","Tesla","Palo Alto, CA",3.5,"$75K-$148K (Glassdoor Est.)","18d",0,75,148,111.5,"CA",432,"na","na"
"Research Scientist flexible US","eBay Inc.","San Jose, CA",3.7,"$127K-$247K (Glassdoor Est.)","24h",0,127,247,187,"CA",24,"na","na"
"Sensory Scientist","Juul Labs","Mountain View, CA",3.3,"$85K-$173K (Glassdoor Est.)","24h",0,85,173,129,"CA",24,"na","na"
"Apple Media Products - Big Data Analyst, Analytics Engineering","Apple","Santa Clara, CA",4.2,"$65K-$113K (Glassdoor Est.)","10d",0,65,113,89,"CA",240,"analyst","na"
"Data Engineer, Sanjose","Kutir Technologies","San Jose, CA",3.5,"$101K-$178K (Glassdoor Est.)","4d",0,101,178,139.5,"CA",96,"data engineer","na"
"Sr. Machine Learning Engineer","Egnyte","Mountain View, CA",4,"$132K-$228K (Glassdoor Est.)","14d",0,132,228,180,"CA",336,"mle","senior"
"Data Engineer, GMS","Facebook","Menlo Park, CA",4.6,"$106K-$175K (Glassdoor Est.)","26d",0,106,175,140.5,"CA",624,"data engineer","na"
"Health Data Analyst","Pinkerton","Fremont, CA",3.3,"$46K-$82K (Glassdoor Est.)","10d",0,46,82,64,"CA",240,"analyst","na"
"Research Data Analyst 2","Stanford University School of Medicine","Stanford, CA",4.1,"$52K-$93K (Glassdoor Est.)","3d",0,52,93,72.5,"CA",72,"analyst","na"
"Data Engineer, Mission Control","Facebook","Menlo Park, CA",4.6,"$106K-$175K (Glassdoor Est.)","9d",0,106,175,140.5,"CA",216,"data engineer","na"
"Research Data Analyst 2","Stanford University","Stanford, CA",4.3,"$50K-$93K (Glassdoor Est.)","4d",0,50,93,71.5,"CA",96,"analyst","na"
"Data Engineering Manager, Analytics","Facebook","Menlo Park, CA",4.6,"$144K-$235K (Glassdoor Est.)","24h",0,144,235,189.5,"CA",24,"data engineer","na"
"Senior Data Scientist","Lattice Engines","San Mateo, CA",3.7,"$191K-$197K (Glassdoor Est.)","24d",0,191,197,194,"CA",576,"data scientist","senior"
"Research Scientist","Lacuna Technologies","Palo Alto, CA",5,"$81K-$121K (Glassdoor Est.)","4d",0,81,121,101,"CA",96,"na","na"
"Risk Data Analyst, News and Discover","Google","Sunnyvale, CA",4.5,"$85K-$160K (Glassdoor Est.)","21d",0,85,160,122.5,"CA",504,"analyst","na"
"Scientist 1","Illumina","Foster City, CA",4,"$65K-$129K (Glassdoor Est.)","3d",0,65,129,97,"CA",72,"na","na"
"Applications Scientist","Molecular Devices","San Jose, CA",3,"$76K-$120K (Glassdoor Est.)","27d",0,76,120,98,"CA",648,"na","na"
"Sr. Director Data Science","Micron","San Jose, CA",3.6,"$252K-$394K (Glassdoor Est.)","15d",0,252,394,323,"CA",360,"director","senior"
"Research Scientist, Disinformation and Fake Media Mitigation","Google","Mountain View, CA",4.5,"$120K-$225K (Glassdoor Est.)","5d",0,120,225,172.5,"CA",120,"na","na"
"Senior Bioinformatics Scientist, Lunar - Data Science","Guardant Health","Redwood City, CA",3.7,"$103K-$162K (Glassdoor Est.)","19d",0,103,162,132.5,"CA",456,"na","senior"
"Data Science Manager, Analytics Ads & Business Platform","Facebook","Menlo Park, CA",4.6,"$138K-$220K (Glassdoor Est.)","24h",0,138,220,179,"CA",24,"manager","na"
"Senior Machine Learning Scientist - Bay","Tempus","Redwood City, CA",3.3,"$92K-$152K (Glassdoor Est.)","15d",0,92,152,122,"CA",360,"mle","senior"
"Data Specialists Manager, Developer Operations","Facebook","Sunnyvale, CA",4.6,"$114K-$217K (Glassdoor Est.)","24h",0,114,217,165.5,"CA",24,"manager","na"
"Lead Data Scientist","Electronic Arts","Redwood City, CA",4,"$85K-$137K (Glassdoor Est.)","21d",0,85,137,111,"CA",504,"data scientist","senior"
"People Analytics Consultant - Remote","Varian Medical Systems","Palo Alto, CA",3.9,"$95K-$139K (Glassdoor Est.)","27d",0,95,139,117,"CA",648,"na","na"
"Research Data Scientist","Facebook","Washington, DC",4.6,"$86K-$142K (Glassdoor Est.)","24h",0,86,142,114,"DC",24,"data scientist","na"
"Data Scientist, Product Analytics","Facebook","Washington, DC",4.6,"$96K-$154K (Glassdoor Est.)","24h",0,96,154,125,"DC",24,"data scientist","na"
"Sr Business Intelligence Analyst - Python / Government / Military experience and active TS/SCI required","General Dynamics Information Technology","Washington, DC",3.6,"$87K-$162K (Glassdoor Est.)","3d",0,87,162,124.5,"DC",72,"analyst","senior"
